id,task,Frame,stream_1,AD_State
31,D,281345,8,0
31,D,281996,8,1
31,D,282489,8,1
31,J,186593,0,1
31,J,196519,7,1
31,J,196901,7,0
31,J,196903,7,1
31,J,196919,7,0
31,J,197068,8,0
31,J,197630,8,1
31,J,198504,8,1
31,M,239924,0,1
31,M,254663,7,1
31,M,255055,7,0
31,M,255057,7,1
31,M,255091,7,0
31,M,255212,8,0
31,M,255738,8,1
31,M,257121,8,1
31,P,153739,0,1
31,P,165468,7,1
31,P,165978,7,0
31,P,165980,7,1
31,P,166002,7,0
31,P,166010,8,0
31,P,166843,8,1
31,P,168932,8,1
31,W,211665,0,1
31,W,224608,7,1
31,W,224961,7,0
31,W,224963,7,1
31,W,225023,7,0
31,W,225160,8,0
31,W,225670,8,1
31,W,226670,8,1
32,D,49349,0,1
32,D,63443,7,1
32,D,63610,7,0
32,D,64009,8,0
32,D,64193,8,1
32,D,64676,8,1
32,J,212524,0,1
32,J,222705,7,1
32,J,223042,7,0
32,J,223255,8,0
32,J,223431,8,1
32,J,223455,8,0
32,J,225790,8,0
32,M,16887,0,0
32,M,31622,7,1
32,M,31893,7,0
32,M,31895,7,1
32,M,31925,7,0
32,M,32183,8,0
32,M,32443,8,1
32,M,34585,8,1
32,P,73269,0,1
32,P,85189,7,1
32,P,85400,7,0
32,P,85751,8,0
32,P,85919,8,1
32,P,87444,8,1
32,W,244171,0,0
32,W,257182,7,1
32,W,257388,7,0
32,W,257390,7,1
32,W,257402,7,0
32,W,257781,8,0
32,W,258243,8,1
32,W,260940,8,1
33,D,611098,0,1
33,D,624934,7,1
33,D,625154,7,0
33,D,625156,7,1
33,D,625166,7,0
33,D,625497,8,0
33,D,625620,8,1
33,D,627137,8,1
33,J,30872,0,1
33,J,40862,7,1
33,J,41237,7,0
33,J,41239,7,1
33,J,41263,7,0
33,J,41412,8,0
33,J,41717,8,1
33,J,41850,8,0
33,J,41852,8,1
33,J,41908,8,0
33,J,42248,8,0
33,M,583947,0,1
33,M,598687,7,1
33,M,599088,7,0
33,M,599090,7,1
33,M,599112,7,0
33,M,599233,8,0
33,M,599501,8,1
33,M,600133,8,1
33,P,3752,0,0
33,P,15414,7,1
33,P,15861,7,0
33,P,15863,7,1
33,P,15886,7,0
33,P,15958,8,0
33,P,16275,8,1
33,P,17424,8,1
33,W,554007,0,1
33,W,567014,7,1
33,W,567558,8,1
33,W,567625,8,0
33,W,567627,8,1
33,W,567688,8,0
33,W,568012,8,1
33,W,568995,8,1
34,D,43826,0,1
34,D,57727,7,1
34,D,57895,7,0
34,D,58294,8,0
34,D,58606,8,1
34,D,58669,8,0
34,D,59058,8,1
34,D,59777,8,1
34,J,89668,0,1
34,J,99658,7,1
34,J,100150,7,0
34,J,100152,7,1
34,J,100188,7,0
34,J,100201,8,0
34,J,100503,8,0
34,M,7164,0,0
34,M,21836,7,1
34,M,22218,7,0
34,M,22220,7,1
34,M,22266,7,0
34,M,22383,8,0
34,M,23688,8,1
34,M,26014,8,1
34,P,64337,0,1
34,P,76068,7,1
34,P,76489,7,0
34,P,76491,7,1
34,P,76536,7,0
34,P,76612,8,0
34,P,76860,8,1
34,P,78362,8,1
34,W,114107,0,0
34,W,127242,7,1
34,W,127570,7,0
34,W,127572,7,1
34,W,127592,7,0
34,W,127790,8,0
34,W,128046,8,1
34,W,129146,8,1
35,D,607795,0,1
35,D,621638,7,1
35,D,621930,7,0
35,D,622188,8,0
35,D,622254,8,1
35,D,622890,8,1
35,J,663052,0,1
35,J,673103,7,1
35,J,673440,7,0
35,J,673654,8,0
35,J,673765,8,1
35,J,674481,8,1
35,M,713303,0,1
35,M,728041,7,1
35,M,728468,7,0
35,M,728585,8,0
35,M,728857,8,1
35,M,729291,8,1
35,P,628388,0,1
35,P,640181,7,1
35,P,640713,7,0
35,P,640725,8,0
35,P,641169,8,1
35,P,643460,8,1
35,W,688122,0,1
35,W,701064,7,1
35,W,701414,7,0
35,W,701612,8,0
35,W,701868,8,1
35,W,702449,8,1
37,D,180043,0,1
37,D,194011,7,1
37,D,194241,7,0
37,D,194572,8,0
37,D,194630,8,1
37,D,195463,8,1
37,J,97618,0,0
37,J,107604,7,1
37,J,108096,7,0
37,J,108098,7,1
37,J,108114,7,0
37,J,108146,8,0
37,J,108465,8,1
37,J,109279,8,1
37,M,153515,0,1
37,M,168191,7,1
37,M,168449,7,0
37,M,168451,7,1
37,M,168490,7,0
37,M,168744,8,0
37,M,168814,8,1
37,M,169883,8,1
37,P,200111,0,1
37,P,211777,7,1
37,P,212051,7,0
37,P,212311,7,1
37,P,212334,8,1
37,P,213211,8,1
37,W,127087,0,1
37,W,140033,7,1
37,W,140420,7,0
37,W,140422,7,1
37,W,140436,7,0
37,W,140581,8,0
37,W,140708,8,1
37,W,142209,8,1
38,D,308224,0,1
38,D,322063,7,1
38,D,322245,7,0
38,D,322247,7,1
38,D,322293,7,0
38,D,322618,7,1
38,D,322628,8,1
38,D,322680,8,0
38,D,322747,8,1
38,D,323190,8,1
38,J,355362,0,1
38,J,365415,7,1
38,J,365567,7,0
38,J,365569,7,1
38,J,365623,7,0
38,J,365883,7,1
38,J,365986,8,1
38,J,366426,8,1
38,M,280622,0,1
38,M,295361,7,1
38,M,295595,7,0
38,M,295921,8,0
38,M,295984,8,1
38,M,296727,8,1
38,P,328184,0,1
38,P,339976,7,1
38,P,340152,7,0
38,P,340154,7,1
38,P,340188,7,0
38,P,340448,7,1
38,P,340543,8,1
38,P,342008,8,1
38,W,249852,0,0
38,W,263309,7,1
38,W,263551,7,0
38,W,263553,7,1
38,W,263599,7,0
38,W,263869,8,0
38,W,264246,8,1
38,W,265075,8,1
39,D,263126,0,1
39,D,277092,7,1
39,D,277275,7,0
39,D,277277,7,1
39,D,277326,7,0
39,D,277664,8,0
39,D,277844,8,1
39,D,278763,8,1
39,J,312189,0,1
39,J,322369,7,1
39,J,322684,7,0
39,J,322686,7,1
39,J,322708,7,0
39,J,322922,8,0
39,J,323097,8,1
39,J,324860,8,1
39,M,226976,0,1
39,M,241780,7,1
39,M,242117,7,0
39,M,242119,7,1
39,M,242143,7,0
39,M,242328,8,0
39,M,242596,8,1
39,M,244383,8,1
39,P,283308,0,1
39,P,295038,7,1
39,P,295369,7,0
39,P,295371,7,1
39,P,295377,7,0
39,P,295590,8,0
39,P,295766,8,1
39,P,298078,8,1
39,W,336147,0,1
39,W,349339,7,1
39,W,349682,7,0
39,W,349684,7,1
39,W,349700,7,0
39,W,349890,8,0
39,W,350218,8,1
39,W,351632,8,1
4,D,1134163,0,1
4,D,1148382,7,1
4,D,1148501,7,0
4,D,1148503,7,1
4,D,1148552,7,0
4,D,1148959,8,0
4,D,1149586,8,1
4,D,1149911,8,1
4,J,1185003,0,1
4,J,1195183,7,1
4,J,1195384,7,0
4,J,1195386,7,1
4,J,1195393,7,0
4,J,1195747,8,0
4,J,1195975,8,1
4,J,1197174,8,1
4,M,1098448,0,0
4,M,1113822,7,1
4,M,1114084,7,0
4,M,1114086,7,1
4,M,1114126,7,0
4,M,1114380,8,0
4,M,1115160,8,1
4,M,1116364,8,1
4,P,1155198,0,1
4,P,1167308,7,1
4,P,1167449,7,0
4,P,1167451,7,1
4,P,1167459,7,0
4,P,1167882,8,0
4,P,1168235,8,1
4,P,1170234,8,1
4,W,1208553,0,1
4,W,1221751,7,1
4,W,1221900,7,0
4,W,1221902,7,1
4,W,1221912,7,0
4,W,1222319,8,0
4,W,1222495,8,1
4,W,1223407,8,1
40,D,5212,0,0
40,D,19046,7,1
40,D,19335,7,0
40,D,19337,7,1
40,D,19345,7,0
40,D,19599,8,0
40,D,20056,8,1
40,D,20573,8,1
40,J,68287,0,1
40,J,78277,7,1
40,J,78818,8,1
40,J,78844,8,0
40,J,78846,8,1
40,J,78870,8,0
40,J,79584,8,1
40,J,80674,8,1
40,M,116840,0,1
40,M,131643,7,1
40,M,131976,7,0
40,M,131978,7,1
40,M,132006,7,0
40,M,132191,8,0
40,M,132330,8,1
40,M,133611,8,1
40,P,40388,0,1
40,P,52247,7,1
40,P,52630,7,0
40,P,52632,7,1
40,P,52651,7,0
40,P,52796,8,0
40,P,53040,8,1
40,P,53094,8,0
40,P,53362,8,1
40,P,53489,8,0
40,P,53749,8,1
40,P,54534,8,1
40,W,94643,0,1
40,W,107590,7,1
40,W,107878,7,0
40,W,107880,7,1
40,W,107939,7,0
40,W,108140,8,0
40,W,108328,8,1
40,W,108954,8,1
41,D,63365,0,1
41,D,77203,7,1
41,D,77457,7,0
41,D,77459,7,1
41,D,77499,7,0
41,D,77761,8,0
41,D,78017,8,1
41,D,78332,8,1
41,J,217801,0,1
41,J,227856,7,1
41,J,228257,7,0
41,J,228402,8,0
41,J,228582,8,1
41,J,229150,8,1
41,M,36401,0,1
41,M,51140,7,1
41,M,51453,7,0
41,M,51455,7,1
41,M,51505,7,0
41,M,51691,8,0
41,M,51894,8,1
41,M,53351,8,1
41,P,187455,0,1
41,P,199313,7,1
41,P,199857,8,1
41,P,199881,8,0
41,P,199884,8,1
41,P,199888,8,0
41,P,200428,8,1
41,P,201469,8,1
41,W,8303,0,0
41,W,21180,7,1
41,W,21684,7,0
41,W,21686,7,1
41,W,21722,8,1
41,W,21726,8,0
41,W,22180,8,1
41,W,23622,8,1
42,D,314471,0,1
42,D,328374,7,1
42,D,328669,7,0
42,D,328927,8,0
42,D,329187,8,1
42,D,330182,8,1
42,J,239786,0,1
42,J,249840,7,1
42,J,250241,7,0
42,J,250386,8,0
42,J,250630,8,1
42,J,251369,8,1
42,M,287598,0,1
42,M,302402,7,1
42,M,302894,7,0
42,M,302946,8,0
42,M,303283,8,1
42,M,305037,8,1
42,P,335340,0,1
42,P,347134,7,1
42,P,347473,7,0
42,P,347683,8,0
42,P,347862,8,1
42,P,348342,8,1
42,W,262488,0,1
42,W,275562,7,1
42,W,276042,7,0
42,W,276106,8,0
42,W,276302,8,1
42,W,277400,8,1
43,D,252851,0,1
43,D,266753,7,1
43,D,267039,7,0
43,D,267041,7,1
43,D,267049,7,0
43,D,267319,8,0
43,D,267374,8,1
43,D,267998,8,1
43,J,297746,0,1
43,J,307863,7,1
43,J,308279,7,0
43,J,308281,7,1
43,J,308329,7,0
43,J,308406,8,0
43,J,308912,8,1
43,J,309458,8,1
43,M,223002,0,1
43,M,237870,7,1
43,M,238273,7,0
43,M,238275,7,1
43,M,238298,7,0
43,M,238415,8,0
43,M,238558,8,1
43,M,239188,8,1
43,P,272464,0,1
43,P,284320,7,1
43,P,284600,7,0
43,P,284602,7,1
43,P,284662,7,0
43,P,284876,8,0
43,P,284922,8,1
43,P,285426,8,1
43,W,190830,0,1
43,W,203965,7,1
43,W,204360,7,0
43,W,204362,7,1
43,W,204382,7,0
43,W,204515,8,0
43,W,204707,8,1
43,W,205736,8,1
44,D,224577,0,1
44,D,238415,7,1
44,D,238653,7,0
44,D,238655,7,1
44,D,238711,7,0
44,D,239215,8,0
44,D,240197,8,1
44,D,240706,8,1
44,J,279583,0,1
44,J,289637,7,1
44,J,289960,7,0
44,J,289962,7,1
44,J,289974,7,0
44,J,290216,8,0
44,J,290492,8,1
44,J,291670,8,1
44,M,192934,0,1
44,M,207735,7,1
44,M,208239,7,0
44,M,208241,7,1
44,M,208277,8,1
44,M,208293,8,0
44,M,209069,8,1
44,M,209824,8,1
44,P,244579,0,1
44,P,256373,7,1
44,P,256681,7,0
44,P,256683,7,1
44,P,256712,7,0
44,P,256941,8,0
44,P,257423,8,1
44,P,257679,8,0
44,P,258133,8,1
44,P,258756,8,1
44,W,302468,0,1
44,W,315477,7,1
44,W,315806,7,0
44,W,315808,7,1
44,W,315810,7,0
44,W,316050,8,0
44,W,316411,8,1
44,W,317811,8,1
45,D,203847,0,1
45,D,217749,7,1
45,D,217946,7,0
45,D,217948,7,1
45,D,217980,7,0
45,D,218315,8,0
45,D,218821,8,1
45,D,219445,8,1
45,J,255083,0,1
45,J,265137,7,1
45,J,265482,7,0
45,J,265484,7,1
45,J,265538,7,0
45,J,265683,8,0
45,J,265798,8,1
45,J,269092,8,1
45,M,307441,0,1
45,M,322182,7,1
45,M,322553,7,0
45,M,322555,7,1
45,M,322610,7,0
45,M,322730,8,0
45,M,322999,8,1
45,M,324082,8,1
45,P,223912,0,1
45,P,235769,7,1
45,P,236099,7,0
45,P,236101,7,1
45,P,236109,7,0
45,P,236319,8,0
45,P,236434,8,1
45,P,237530,8,1
45,W,282147,0,1
45,W,295158,7,1
45,W,295530,7,0
45,W,295532,7,1
45,W,295572,7,0
45,W,295705,8,0
45,W,295832,8,1
45,W,296977,8,1
47,D,13967,0,0
47,D,27738,7,1
47,D,27922,7,0
47,D,27924,7,1
47,D,27940,7,0
47,D,28303,8,0
47,D,28619,8,1
47,D,30019,8,1
47,J,123513,0,0
47,J,133435,7,1
47,J,133933,7,0
47,J,133935,7,1
47,J,133968,7,0
47,J,133980,8,0
47,J,135907,8,1
47,J,136775,8,1
47,M,183083,0,1
47,M,197823,7,1
47,M,198188,7,0
47,M,198373,8,0
47,M,198577,8,1
47,M,199209,8,1
47,P,34727,0,1
47,P,47670,7,1
47,P,47956,7,0
47,P,48222,8,0
47,P,48410,8,1
47,P,48472,8,0
47,P,48668,8,1
47,P,50206,8,1
47,W,154710,0,1
47,W,167719,7,1
47,W,168006,7,0
47,W,168272,8,0
47,W,168459,8,1
47,W,169969,8,1
48,D,253679,0,1
48,D,267519,7,1
48,D,267697,7,0
48,D,267699,7,1
48,D,267721,7,0
48,D,268084,8,0
48,D,268267,8,1
48,D,268459,8,0
48,D,268655,8,1
48,D,268911,8,0
48,D,269106,8,1
48,D,269199,8,1
48,J,298972,0,1
48,J,308960,7,1
48,J,309351,7,0
48,J,309354,7,1
48,J,309362,7,0
48,J,309507,8,0
48,J,309815,8,1
48,J,310951,8,1
48,M,228421,0,1
48,M,243226,7,1
48,M,243524,7,0
48,M,243778,8,0
48,M,244043,8,1
48,M,244967,8,1
48,P,274493,0,1
48,P,286222,7,1
48,P,286484,7,0
48,P,286486,7,1
48,P,286496,7,0
48,P,286778,8,0
48,P,287014,8,1
48,P,288495,8,1
48,W,198248,0,1
48,W,211383,7,1
48,W,211670,7,0
48,W,211936,8,0
48,W,212769,8,1
48,W,215236,8,1
5,D,107241,0,0
5,D,121721,7,1
5,D,122076,7,0
5,D,122078,7,1
5,D,122082,7,0
5,D,122268,8,0
5,D,122601,8,1
5,D,123378,8,1
5,J,166030,0,1
5,J,176339,7,1
5,J,176564,7,0
5,J,176566,7,1
5,J,176613,7,0
5,J,176915,8,0
5,J,177131,8,1
5,J,178001,8,1
5,M,14823,0,1
5,M,29688,7,1
5,M,29946,7,0
5,M,29948,7,1
5,M,29992,7,0
5,M,30250,8,0
5,M,30575,8,1
5,M,32829,8,1
5,P,130623,0,1
5,P,142801,7,1
5,P,143257,7,0
5,P,143259,7,1
5,P,143269,7,0
5,P,143346,8,0
5,P,143787,8,1
5,P,143850,8,0
5,P,144239,8,1
5,P,147341,8,1
5,W,189767,0,1
5,W,202904,7,1
5,W,203348,7,0
5,W,203350,7,1
5,W,203384,7,0
5,W,203449,8,0
5,W,203775,8,1
5,W,209510,8,1
50,D,199973,0,1
50,D,213812,7,1
50,D,213977,7,0
50,D,214380,8,0
50,D,215011,8,1
50,D,215507,8,1
50,J,259054,0,1
50,J,269043,7,1
50,J,269380,7,0
50,J,269593,8,0
50,J,269962,8,1
50,J,270775,8,1
50,M,312673,0,1
50,M,327413,7,1
50,M,327776,7,0
50,M,327962,8,0
50,M,328294,8,1
50,M,329011,8,1
50,P,230595,0,1
50,P,242326,7,1
50,P,242603,7,0
50,P,242881,8,0
50,P,243379,8,1
50,P,244070,8,1
50,W,285076,0,1
50,W,298023,7,1
50,W,298374,7,0
50,W,298571,8,0
50,W,298892,8,1
50,W,300061,8,1
7,D,316894,0,1
7,D,330990,7,1
7,D,331369,7,0
7,D,331371,7,1
7,D,331413,7,0
7,D,331538,8,0
7,D,331738,8,1
7,D,332222,8,1
7,J,228476,0,1
7,J,238722,7,1
7,J,239161,7,0
7,J,239163,7,1
7,J,239188,7,0
7,J,239268,8,0
7,J,239577,8,1
7,J,240407,8,1
7,M,291966,0,1
7,M,306834,7,1
7,M,307277,7,0
7,M,307279,7,1
7,M,307326,7,0
7,M,307378,8,0
7,M,307715,8,1
7,M,307825,8,0
7,M,307827,8,1
7,M,307842,8,0
7,M,308489,8,1
7,M,310434,8,1
7,P,336354,0,1
7,P,348340,7,1
7,P,348800,7,0
7,P,348802,7,1
7,P,348806,7,0
7,P,348883,8,0
7,P,349131,8,1
7,P,349884,8,1
7,W,257552,0,1
7,W,270752,7,1
7,W,271222,7,0
7,W,271224,7,1
7,W,271232,7,0
7,W,271296,8,0
7,W,271556,8,1
7,W,275189,8,1
8,D,346223,0,1
8,D,361200,7,1
8,D,361442,7,0
8,D,361444,7,1
8,D,361448,7,0
8,D,361758,8,0
8,D,362160,8,1
8,D,362657,8,1
8,J,404671,0,1
8,J,415121,7,1
8,J,415394,7,0
8,J,415396,7,1
8,J,415446,7,0
8,J,415676,8,0
8,J,416029,8,1
8,J,417390,8,1
8,M,317823,0,1
8,M,332999,7,1
8,M,333342,7,0
8,M,333344,7,1
8,M,333376,7,0
8,M,333549,8,0
8,M,333894,8,1
8,M,333956,8,0
8,M,334023,8,1
8,M,335713,8,1
8,P,376749,0,1
8,P,388741,7,1
8,P,389040,7,0
8,P,389042,7,1
8,P,389076,7,0
8,P,389294,8,0
8,P,389594,8,1
8,P,391910,8,1
8,W,280230,0,0
8,W,293711,7,1
8,W,293989,7,0
8,W,293991,7,1
8,W,294042,7,0
8,W,294268,8,0
8,W,294753,8,1
8,W,294816,8,0
8,W,294947,8,1
8,W,296312,8,1
TestSubj,D,633678,7,1
TestSubj,D,633912,7,0
TestSubj,D,634238,8,0
TestSubj,D,634753,8,1
TestSubj,D,635541,8,1
TestSubj,D,253841,0,1
TestSubj,D,267740,7,1
TestSubj,D,268006,7,0
TestSubj,D,268008,7,1
TestSubj,D,268038,7,0
TestSubj,D,268304,8,0
TestSubj,D,268492,8,1
TestSubj,J,524202,7,1
TestSubj,J,524605,7,0
TestSubj,J,524791,8,0
TestSubj,J,525575,8,1
TestSubj,J,526792,8,1
TestSubj,J,171521,0,1
TestSubj,J,181575,7,1
TestSubj,J,181911,7,0
TestSubj,J,182125,8,0
TestSubj,J,182300,8,1
TestSubj,M,597274,7,1
TestSubj,M,597641,7,0
TestSubj,M,597822,8,0
TestSubj,M,598353,8,1
TestSubj,M,604811,8,1
TestSubj,M,225250,0,1
TestSubj,M,240118,7,1
TestSubj,M,240409,7,0
TestSubj,M,240411,7,1
TestSubj,M,240419,7,0
TestSubj,M,240685,8,0
TestSubj,M,240808,8,1
TestSubj,P,489351,7,1
TestSubj,P,489893,8,1
TestSubj,P,490079,8,0
TestSubj,P,491113,8,1
TestSubj,P,494786,8,1
TestSubj,P,140119,0,1
TestSubj,P,151914,7,1
TestSubj,P,152293,7,0
TestSubj,P,152295,7,1
TestSubj,P,152317,7,0
TestSubj,P,152463,8,0
TestSubj,P,152707,8,1
TestSubj,W,563206,7,1
TestSubj,W,563626,7,0
TestSubj,W,563751,8,0
TestSubj,W,564208,8,1
TestSubj,W,566509,8,1
TestSubj,W,197610,0,1
TestSubj,W,210744,7,1
TestSubj,W,211149,7,0
TestSubj,W,211151,7,1
TestSubj,W,211162,7,0
TestSubj,W,211290,8,0
TestSubj,W,211680,8,1
